pair_id,model_a,model_b,size_a,size_b,t_semantic,t_structural,t_behavioral,t_total,behavioral_timed_out_a,behavioral_timed_out_b,structural_overall,behavioral_score,error
0_29,model_1,model_30,4,24,0.46487816600711085,0.00019845800125040114,0.011679040995659307,0.4767572919954546,False,False,0.047619047619047616,0.0,
0_30,model_1,model_31,4,25,0.5575034579960629,0.00018158298917114735,0.007058874994982034,0.5647456659935415,False,False,0.12223268617791946,0.0,
0_31,model_1,model_32,4,9,0.23987016701721586,0.00010045801172964275,0.0011348330008331686,0.2411072080140002,False,False,0.09333333333333334,0.0,
0_32,model_1,model_33,4,43,0.8863340000098106,0.0003280829987488687,0.10374799999408424,0.9904117909900378,False,False,0.05384615384615384,0.0,
0_33,model_1,model_34,4,39,0.7544921250082552,0.0002565419999882579,0.009319875010987744,0.7640700000047218,False,False,0.04074074074074074,0.0,
0_34,model_1,model_35,4,39,0.014118999999482185,0.00023416601470671594,0.008953582990216091,0.02330770800472237,False,False,0.04074074074074074,0.0,
0_35,model_1,model_36,4,12,0.20961212500697002,0.00011183301103301346,0.0021201669878792018,0.21184545900905505,False,False,0.06190476190476191,0.0,
0_36,model_1,model_37,4,12,0.005632875021547079,0.00010420801118016243,0.0019349580106791109,0.007673041021917015,False,False,0.06190476190476191,0.0,
0_37,model_1,model_38,4,9,0.22481170800165273,9.479100117459893e-05,0.0014001670060679317,0.22630829201079905,False,False,0.07333333333333333,0.0,
0_38,model_1,model_39,4,14,0.228254540998023,0.0001235000090673566,0.0030115830013528466,0.23139104200527072,False,False,0.057142857142857134,0.0,
0_39,model_1,model_40,4,9,0.21412254197639413,9.608300752006471e-05,0.00104825000744313,0.21526829098002054,False,False,0.07857142857142857,0.0,
0_40,model_1,model_41,4,9,0.005064208002295345,9.058401337824762e-05,0.0008919579850044101,0.006047874980140477,False,False,0.07857142857142857,0.0,
0_41,model_1,model_42,4,9,0.1419569170102477,9.883299935609102e-05,0.0009369589970447123,0.1429940420202911,False,False,0.07857142857142857,0.0,
0_42,model_1,model_43,4,11,0.16972962499130517,0.00010791700333356857,0.0019576250051613897,0.17179687501629815,False,False,0.045,0.0,
0_43,model_1,model_44,4,32,0.4568483750044834,0.0002689169778022915,0.010447791020851582,0.46756675001233816,False,False,0.04285714285714285,0.0,
0_44,model_1,model_45,4,11,0.00485483297961764,0.00010062500950880349,0.00181049999082461,0.006766957987565547,False,False,0.045,0.0,
0_45,model_1,model_46,4,11,0.2546628339914605,0.000108207983430475,0.001483625004766509,0.25625629199203104,False,False,0.06222222222222222,0.0,
0_46,model_1,model_47,4,11,0.006205333018442616,0.00010008399840444326,0.0014077909872867167,0.007714334002230316,False,False,0.06222222222222222,0.0,
0_47,model_1,model_48,4,8,0.1373323340085335,8.812497253529727e-05,0.001229957997566089,0.13865183299640194,False,False,0.07333333333333333,0.0,
0_48,model_1,model_49,4,10,0.21046654201927595,0.00011029199231415987,0.0016394999984186143,0.21221779199549928,False,False,0.05333333333333334,0.0,
0_49,model_1,model_50,4,10,0.005554707982810214,0.00010262499563395977,0.0016720000130590051,0.007330458000069484,False,False,0.05333333333333334,0.0,
0_50,model_1,model_51,4,22,0.3515418330207467,0.00016033297288231552,0.007016249990556389,0.35871995802153833,False,False,0.04523809523809524,0.0,
0_51,model_1,model_52,4,15,0.28236229199683294,0.0001360829919576645,0.002362750004976988,0.28486295900074765,False,False,0.04,0.0,
0_52,model_1,model_53,4,18,0.28709845899720676,0.0001543340040370822,0.06110458300099708,0.34835904199280776,False,False,0.06142857142857143,0.0,
0_53,model_1,model_54,4,8,0.16853491598158143,8.81669984664768e-05,0.0008731670095585287,0.16949749999912456,False,False,0.05833333333333332,0.0,
0_54,model_1,model_55,4,8,0.004377834004117176,8.037500083446503e-05,0.0008089580223895609,0.0052682920068036765,False,False,0.05833333333333332,0.0,
0_55,model_1,model_56,4,29,0.5541572090005502,0.00021683299564756453,0.008243916992796585,0.5626194580108859,False,False,0.11791068580542265,0.0,
0_56,model_1,model_57,4,5,0.14323891699314117,7.72500061430037e-05,0.0006743329868186265,0.143992083001649,False,False,0.135,0.0,
0_57,model_1,model_58,4,4,0.14163891598582268,7.375000859610736e-05,0.0006086669745855033,0.1423232080123853,False,False,0.15,0.0,
0_58,model_1,model_59,4,6,0.10836749998270534,8.875000639818609e-05,0.0009258339996449649,0.109383415983757,False,False,0.09999999999999999,0.0,
0_59,model_1,model_60,4,6,0.02861745798145421,7.870901026763022e-05,0.0008488750027026981,0.029546332982135937,False,False,0.075,0.0,
0_60,model_1,model_61,4,21,0.23361595801543444,0.00015962502220645547,0.005598207993898541,0.23937537500751205,False,False,0.04523809523809524,0.0,
0_61,model_1,model_62,4,17,0.006537957990076393,0.00012725000851787627,0.003207625006325543,0.009873916977085173,False,False,0.04,0.0,
0_62,model_1,model_63,4,15,0.34980424999957904,0.0001235000090673566,0.002280250017065555,0.3522098329849541,False,False,0.04,0.0,
0_63,model_1,model_64,4,7,0.27487758299685083,8.425000123679638e-05,0.0008270829857792705,0.275790457992116,False,False,0.11785714285714285,0.0,
0_64,model_1,model_65,4,8,0.17081183299887925,8.416699711233377e-05,0.13963379201595671,0.3105314999993425,False,False,0.05833333333333332,0.0,
0_65,model_1,model_66,4,45,0.7642651250062045,0.00035504199331626296,0.011233625002205372,0.7758554589818232,False,False,0.0058823529411764705,0.0,
0_66,model_1,model_67,4,13,0.27351425000233576,0.0001324159966316074,0.002276416984386742,0.27592412498779595,False,False,0.14166666666666666,0.0,
0_67,model_1,model_68,4,24,0.3707218329946045,0.00022387498756870627,0.006457999988924712,0.3774055829853751,False,False,0.06666666666666667,0.0,
0_68,model_1,model_69,4,8,0.2228207080042921,8.845800766721368e-05,0.0009510410018265247,0.22386145900236443,False,False,0.09428571428571428,0.0,
0_69,model_1,model_70,4,30,0.7860754999855999,0.00023100001271814108,0.1955707919842098,0.9818790830031503,False,False,0.07304347826086957,0.0,
0_70,model_1,model_71,4,14,0.30215287499595433,0.00012729200534522533,0.10976795799797401,0.4120500830176752,False,False,0.02,0.0,
0_71,model_1,model_72,4,14,0.047128957987297326,0.000108584004919976,0.10781054198741913,0.15504929100279696,False,False,0.02,0.0,
0_72,model_1,model_73,4,10,0.20121883298270404,0.0001001250057015568,0.0013184169947635382,0.20263849999173544,False,False,0.049999999999999996,0.0,
0_73,model_1,model_74,4,10,0.006045957998139784,9.308301378041506e-05,0.0012374169891700149,0.0073774170014075935,False,False,0.049999999999999996,0.0,
0_74,model_1,model_75,4,4,0.08910124999238178,7.445798837579787e-05,0.0005928330065216869,0.0897696669853758,False,False,0.11249999999999999,0.0,
0_75,model_1,model_76,4,3,0.03354383399710059,6.716701318509877e-05,0.0005277919990476221,0.0341398750024382,False,False,0.0375,0.0,
0_76,model_1,model_77,4,4,0.003559208009392023,6.35830219835043e-05,0.0005360000068321824,0.004159749980317429,False,False,0.11249999999999999,0.0,
0_77,model_1,model_78,4,4,0.06062974999076687,7.670899503864348e-05,0.0006371669878717512,0.061344832996837795,False,False,0.11249999999999999,0.0,
0_78,model_1,model_79,4,3,0.059426666994113475,7.191600161604583e-05,0.0005593750101979822,0.06005933301639743,False,False,0.08749999999999998,0.0,
0_79,model_1,model_80,4,4,0.0036330420116428286,6.78329961374402e-05,0.0005717909953091294,0.004273583006579429,False,False,0.11249999999999999,0.0,
0_80,model_1,model_81,4,12,0.25558866700157523,0.00011574997915886343,0.0014999170089140534,0.25720550000551157,False,False,0.02,0.0,
0_81,model_1,model_82,4,20,0.5261861250037327,0.00014995801029726863,0.0029112499905750155,0.5292490830179304,False,False,0.07676470588235296,0.0,
0_82,model_1,model_83,4,7,0.13943912502145395,9.262500680051744e-05,0.0011072090128436685,0.14064008300192654,False,False,0.08,0.0,
0_83,model_1,model_84,4,8,0.31679574999725446,8.741699275560677e-05,0.0009252500021830201,0.31781004200456664,False,False,0.13125,0.0,
0_84,model_1,model_85,4,34,0.5614337920269463,0.00024333299370482564,0.006977667013416067,0.5686564159987029,False,False,0.09769230769230769,0.0,
0_85,model_1,model_86,4,9,0.1734065409982577,9.620800847187638e-05,0.0013905829982832074,0.1748943330021575,False,False,0.09285714285714286,0.0,
0_86,model_1,model_87,4,10,0.12636704099713825,0.00011712501873262227,0.0018032910011243075,0.12828908301889896,False,False,0.03333333333333333,0.0,
0_87,model_1,model_88,4,15,0.06040137499803677,0.00012220899225212634,0.002732082997681573,0.06325674999970943,False,False,0.060606060606060594,0.0,
